project_name,debian_source,debian_version,debian_desc,debian_home,CVE_since_2010,CVE_page,openhub_page,openhub_name,openhub_desc,openhub_home,openhub_download,twelve_month_contributor_count,total_contributor_count,total_code_lines,main_language_name,licenses,fact_activity,fact_age,fact_comments,fact_team_size,package_popularity,implemented_in,role,direct_network_exposure,process_network_data,potential_privilege_escalation,risk_index(max = 15),risk_index components,comment_on_priority
libdevmapper1.02.1,lvm2 (2.02.98-6ubuntu2),2:1.02.77-6ubuntu2,Linux Kernel Device Mapper userspace library,http://sources.redhat.com/lvm2/,1,https://security-tracker.debian.org/tracker/source-package/lvm2,https://www.openhub.net/projects/lvm2,lvm2,,,,0,18,57726,C,,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,No recent development activity,173428,,,0,0,0,10,"Website points: 0, CVE: 1, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 0 , Data only: 0",
libgeoip1,geoip,1.6.0-1,non-DNS IP-to-country resolver library,http://www.maxmind.com/,0,https://security-tracker.debian.org/tracker/source-package/geoip,https://www.openhub.net/projects/geoip,MaxMind GeoIP,"MaxMind GeoIP is a set of APIs for looking up the location of an IP address, including the country, region, city, latitude, and longitude. Free GeoLite databases are available at http://www.maxmind.com/app/geolitecity",http://sourceforge.net/projects/geoip,,0,2,83883,C,,Stable Y-O-Y development activity,"Mature, well-established codebase",Very few source code comments,No recent development activity,163255,,,0,1,0,10,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0",Should not be security-relevant.
libgmp10,gmp,2:5.1.3+dfsg-1ubuntu1,Multiprecision arithmetic library,http://gmplib.org/,0,https://security-tracker.debian.org/tracker/source-package/gmp,https://www.openhub.net/projects/gmp,GMP,"GMP is a free library for arbitrary precision arithmetic, operating on signed integers, rational numbers, and floating point numbers. There is no practical limit to the precision except the ones implied by the available memory in the machine GMP runs on. GMP has a rich set of functions, and the functions have a regular interface.",http://gmplib.org/,http://ftp.sunet.se/pub/gnu/gmp/,0,17,209398,C,GNU Lesser General Public License v3.0 only,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,No recent development activity,136117,,,0,1,0,10,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0",Multi-precision can be security-relevant if used to process crypto data.
libidn11,libidn,1.28-1ubuntu2,"GNU Libidn library, implementation of IETF IDN specifications",https://www.gnu.org/software/libidn/,1,https://security-tracker.debian.org/tracker/source-package/libidn,https://www.openhub.net/projects/libidn,LibIDN,"GNU Libidn is an implementation of the Stringprep, Punycode and IDNA specifications defined by the IETF Internationalized Domain Names (IDN) working group, used for internationalized domain names. The C library is available under the GNU Lesser General Public License.

The library contains a generic Stringprep implementation that does Unicode 3.2 NFKC normalization, mapping and prohibitation of characters, and bidirectional character handling. Profiles for iSCSI, Kerberos 5, Nameprep, SASL and XMPP are included. Punycode and ASCII Compatible Encoding (ACE) via IDNA are supported.",http://www.gnu.org/software/libidn/,,2,5,104070,C,"GNU General Public License v2.0 or later GNU Library or ""Lesser"" GPL (LGPL)",Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Small development team,174698,,,0,1,0,10,"Website points: 0, CVE: 1, 12-month contributor: 4, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0","Libidn's purpose is to encode and decode internationalized domain names; this data may come straight from attackers (e.g., in web page links, etc.)."
libjpeg8,libjpeg8-empty,8c-2ubuntu8,Independent JPEG Group's JPEG runtime library (dependency package),,0,https://security-tracker.debian.org/tracker/source-package/libjpeg8-empty,https://www.openhub.net/projects/libjpeg,libjpeg,A widely used free library for JPEG image compression.,http://www.ijg.org,http://www.ijg.org,0,5,58006,C,Independent JPEG Group License,Stable Y-O-Y development activity,Well-established codebase,Very well-commented source code,No recent development activity,89506,,,0,1,0,10,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0","Widely-used format that is decompressed and provided by attackers. HAS Home Page, Can download as tarball, NO issue tracker, latest version/activity Jan 2014, NO mailing list +++"
libklibc,klibc,2.0.3-0ubuntu1,minimal libc subset for use with initramfs,http://git.kernel.org/?p=libs/klibc/klibc.git;a=summary,2,https://security-tracker.debian.org/tracker/source-package/klibc,https://www.openhub.net/projects/klibc,klibc,"klibc is intended to be a minimalistic libc subset for use with initramfs.  It is deliberately written for small size, minimal entanglement, and portability, not speed.  It is definitely a work in progress, and a lot of things are still missing.",http://en.wikipedia.org/wiki/Klibc,http://www.kernel.org/pub/linux/libs/klibc/,1,95,53134,C,"BSD 3-clause ""New"" or ""Revised"" License GNU General Public License v2.0 or later",Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Only a single active developer,174561,,,0,0,0,10,"Website points: 0, CVE: 2, 12-month contributor: 4, Popularity: 2, Language: 2, Exposure: 0 , Data only: 0",
libnfnetlink0,libnfnetlink,1.0.1-2,Netfilter netlink library,,0,https://security-tracker.debian.org/tracker/source-package/libnfnetlink,https://www.openhub.net/projects/libnfnetlink,libnfnetlink,libnfnetlink is the low-level library for netfilter related kernel/userspace communication.,http://www.netfilter.org/projects/libnfnetlink/index.html,http://www.netfilter.org/projects/libnfnetlink/downloads.html,2,14,2030,C,GNU General Public License v2.0 or later,Increasing Y-O-Y development activity,"Mature, well-established codebase",Very well-commented source code,Small development team,168228,,,1,0,0,10,"Website points: 0, CVE: 0, 12-month contributor: 4, Popularity: 2, Language: 2, Exposure: 2 , Data only: 0","Typically the user is already trusted, and the runtime for netlink is part of the kernel, so vulnerabilities would typically not be here."
libsasl2-2,cyrus-sasl2,2.1.25.dfsg1-17build1,Cyrus SASL - authentication abstraction library,http://www.cyrusimap.org/,1,https://security-tracker.debian.org/tracker/source-package/cyrus-sasl2,https://www.openhub.net/projects/12134,Cyrus SASL,"SASL is the Simple Authentication and Security Layer, a method for adding authentication support to connection-based protocols. To use SASL, a protocol includes a command for identifying and authenticating a user to a server and for optionally negotiating protection of subsequent protocol interactions. If its use is negotiated, a security layer is inserted between the protocol and the connection.

Cyrus SASL is the reference implementation of SASL.",http://asg.web.cmu.edu/sasl/,http://ftp.andrew.cmu.edu/pub/cyrus-mail/,1,20,72049,C,Carnegie Mellon Licence,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Only a single active developer,174473,,,0,1,0,10,"Website points: 0, CVE: 1, 12-month contributor: 4, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0","Authentication library. Has Home Page, HAS bug tracker https://bugzilla.cyrusimap.org/index.cgi, fairly active ML http://asg.andrew.cmu.edu/archive/index.php?mailbox=archive.cyrus-sasl ++"
libsasl2-modules,cyrus-sasl2,2.1.25.dfsg1-17build1,Cyrus SASL - pluggable authentication modules,http://www.cyrusimap.org/,1,https://security-tracker.debian.org/tracker/source-package/cyrus-sasl2,https://www.openhub.net/projects/12134,Cyrus SASL,"SASL is the Simple Authentication and Security Layer, a method for adding authentication support to connection-based protocols. To use SASL, a protocol includes a command for identifying and authenticating a user to a server and for optionally negotiating protection of subsequent protocol interactions. If its use is negotiated, a security layer is inserted between the protocol and the connection.

Cyrus SASL is the reference implementation of SASL.",http://asg.web.cmu.edu/sasl/,http://ftp.andrew.cmu.edu/pub/cyrus-mail/,1,20,72049,C,Carnegie Mellon Licence,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Only a single active developer,163703,,,0,1,0,10,"Website points: 0, CVE: 1, 12-month contributor: 4, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0","Authentication library. Has Home Page, HAS bug tracker https://bugzilla.cyrusimap.org/index.cgi, fairly active ML http://asg.andrew.cmu.edu/archive/index.php?mailbox=archive.cyrus-sasl ++"
libxcb-dri2-0,libxcb,1.10-2ubuntu1,"X C Binding, dri2 extension",http://xcb.freedesktop.org,1,https://security-tracker.debian.org/tracker/source-package/libxcb,https://www.openhub.net/projects/libxcb,libxcb,,https://github.com/StarchLinux/libxcb,https://github.com/StarchLinux/libxcb/downloads,0,1,87401,C,,Stable Y-O-Y development activity,Short source control history,Very well-commented source code,No recent development activity,100995,,,0,0,0,10,"Website points: 0, CVE: 1, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 0 , Data only: 0",
libxcb-xfixes0,libxcb,1.10-2ubuntu1,"X C Binding, xfixes extension",http://xcb.freedesktop.org,1,https://security-tracker.debian.org/tracker/source-package/libxcb,https://www.openhub.net/projects/libxcb,libxcb,,https://github.com/StarchLinux/libxcb,https://github.com/StarchLinux/libxcb/downloads,0,1,87401,C,,Stable Y-O-Y development activity,Short source control history,Very well-commented source code,No recent development activity,74852,,,0,0,0,10,"Website points: 0, CVE: 1, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 0 , Data only: 0",
libxcb1,libxcb,1.10-2ubuntu1,X C Binding,http://xcb.freedesktop.org,1,https://security-tracker.debian.org/tracker/source-package/libxcb,https://www.openhub.net/projects/libxcb,libxcb,,https://github.com/StarchLinux/libxcb,https://github.com/StarchLinux/libxcb/downloads,0,1,87401,C,,Stable Y-O-Y development activity,Short source control history,Very well-commented source code,No recent development activity,172524,,,0,0,0,10,"Website points: 0, CVE: 1, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 0 , Data only: 0",
nano,,2.2.6-1ubuntu1,"small, friendly text editor inspired by Pico",http://www.nano-editor.org/,2,https://security-tracker.debian.org/tracker/source-package/nano,https://www.openhub.net/projects/nano,GNU nano,"GNU nano is designed to be a free replacement for the Pico text editor, part of the Pine email suite from The University of Washington. It aims to ""emulate Pico as closely as possible and perhaps include extra functionality"".",http://www.nano-editor.org/,,2,10,20104,C,GNU General Public License v3.0 or later,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Small development team,170807,,,0,0,0,10,"Website points: 0, CVE: 2, 12-month contributor: 4, Popularity: 2, Language: 2, Exposure: 0 , Data only: 0",
tar,,1.27.1-1,GNU version of the tar archiving utility,,1,https://security-tracker.debian.org/tracker/source-package/tar,https://www.openhub.net/projects/tar,GNU tar,"The Tar program provides the ability to create tar archives, as well as various other kinds of manipulation.",http://savannah.gnu.org/projects/tar/,,3,22,23644,C,GNU General Public License v2.0 or later,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,Small development team,175848,,,0,1,0,10,"Website points: 0, CVE: 1, 12-month contributor: 4, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0","Widely-used compression/decompression.  Vital, a vulnerability here could be very serious. Has Home page, mailing list, Public Repo git://git.savannah.gnu.org/tar.git, uses ""technical support"" for issue tracking (could be confusing).  Does have changes in git repo, but only a few a month and typically small. ++"
zip,,3.0-8,Archiver for .zip files,http://www.info-zip.org/Zip.html,0,https://security-tracker.debian.org/tracker/source-package/zip,https://www.openhub.net/projects/infozip,Zip & Unzip,,http://www.info-zip.org/,,0,2,878,C,"BSD 3-clause ""New"" or ""Revised"" License",Stable Y-O-Y development activity,"Young, but established codebase",Average number of code comments,No recent development activity,64876,,,0,1,0,10,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0",
zlib1g,zlib,1:1.2.8.dfsg-1ubuntu1,compression library - runtime,http://zlib.net/,0,https://security-tracker.debian.org/tracker/source-package/zlib,https://www.openhub.net/projects/zlib,zlib,"zlib is designed to be a free, general-purpose, legally unencumbered -- that is, not covered by any patents -- lossless data-compression library for use on virtually any computer hardware and operating system. The zlib data format is itself portable across platforms. Unlike the LZW compression method used in Unix compress(1) and in the GIF image format, the compression method currently used in zlib essentially never expands the data. (LZW can double or triple the file size in extreme cases.) zlib's memory footprint is also independent of the input data and can be reduced, if necessary, at some cost in compression.",http://www.zlib.net/,http://www.zlib.net/,0,20,36295,C,zlib License (aka zlib/libpng),Stable Y-O-Y development activity,"Young, but established codebase",Well-commented source code,No recent development activity,175851,,,0,1,0,10,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0","Widely-used compression/decompression.  Vital, a vulnerability here could be very serious. HAS Home Page, has mailing list zlib@gzip.org, NO issue tracker, Latest release April 2013 (old). +++"
